Type,Electrolyte,Potential [V],Width [s],VDS [V],IDSant (5sp 1sa) [A],IDSant (5sp 1sa) [A].1,IDSdep (5sp 10sd) [A],IDSdep (5sp 10sd) [A].1,delIDS [A],delIDS [A].1,RatioIDS,RatioIDS.1
Standard,KCl,-0.8,40.0,0.05,3.0218604365079367e-06,2.716131272347616e-07,2.532204642857143e-06,3.391146629585452e-07,-4.896557936507936e-07,6.750153572378334e-08,0.8362969818790986,0.03705181849587919
Standard,KCl,-0.7,40.0,0.05,2.667971587301587e-06,1.6785210980468896e-07,2.5527349603174607e-06,2.2043363632585247e-07,-1.1523662698412614e-07,5.25815265211632e-08,0.9561005552795017,0.022470307113497852
Standard,KCl,-0.6,40.0,0.05,2.4172510714285713e-06,7.17834040013826e-08,2.3896733730158726e-06,1.9962932019245546e-07,-2.757769841269875e-08,1.2784591619107285e-07,0.9878006150929433,0.0532512452214371
Standard,KCl,-0.5,40.0,0.05,2.2919876984126985e-06,1.4243027415097327e-07,2.3275139285714286e-06,2.221062244612869e-07,3.5526230158729935e-08,7.967595031031348e-08,1.0144479530919335,0.03386498297711742
Standard,KCl,-0.4,40.0,0.05,2.2463853174603177e-06,1.5032270822073156e-07,2.273775238095238e-06,2.3816276751570178e-07,2.7389920634920667e-08,8.784005929496951e-08,1.0109089769963013,0.038372843545123596
Standard,KCl,-0.3,40.0,0.05,2.2890540873015876e-06,1.1968416422901996e-07,2.290001626984127e-06,2.2030007171162764e-07,9.475396825398221e-10,1.0061590748260797e-07,0.9992638284877411,0.043993724793762054
Standard,KCl,-0.2,40.0,0.05,2.278410198412699e-06,1.1239131181403804e-07,2.328886111111111e-06,1.194170911201568e-07,5.047591269841197e-08,7.025779306117989e-09,1.0221048440180454,0.0019932261945849565
Standard,KCl,-0.1,40.0,0.05,2.279120357142857e-06,1.344014133681151e-07,2.3147893253968256e-06,1.253046529869077e-07,3.5668968253968234e-08,9.096760381207527e-09,1.0157954734502719,0.004922817833020356
Standard,KCl,0.1,40.0,0.05,2.2920831349206347e-06,1.770832765939082e-07,2.3247697619047625e-06,1.6845427296041393e-07,3.268662698412724e-08,8.629003633494246e-09,1.0144492145761275,0.004881026226490033
Standard,KCl,0.2,40.0,0.05,2.2549001587301595e-06,1.4724409998245227e-07,2.2723567460317464e-06,1.5493888087099246e-07,1.7456587301586934e-08,7.694780888540652e-09,1.0076465091662161,0.0029131567102522863
Standard,KCl,0.3,40.0,0.05,2.2462907142857144e-06,1.6370206643415486e-07,2.2467165476190473e-06,1.763469876281018e-07,4.2583333333312357e-10,1.2644921193947076e-08,0.9999844102124463,0.0056303813188342275
Standard,KCl,0.4,40.0,0.05,2.208871150793651e-06,1.7768588870632e-07,2.216678412698413e-06,1.2530291327974824e-07,7.807261904761772e-09,5.238297542657177e-08,1.0045029050191787,0.02407703957179933
Standard,KCl,0.5,40.0,0.05,2.2106217063492065e-06,2.1441267820363485e-07,2.2880137698412704e-06,1.2958545499237667e-07,7.739206349206388e-08,8.482722321125818e-08,1.0370443474945503,0.04196557045623097
Standard,KCl,0.6,40.0,0.05,2.2245295634920637e-06,1.9742135120840873e-07,2.3842335317460316e-06,1.4403422803296455e-07,1.5970396825396772e-07,5.338712317544433e-08,1.0731452314757615,0.03049074047879397
Standard,KCl,0.7,40.0,0.05,2.2623284920634923e-06,2.0096760395523004e-07,2.600182777777778e-06,1.2403146794367131e-07,3.378542857142858e-07,7.69361360115587e-08,1.1514472090894343,0.047460887808575526
Standard,KCl,0.8,40.0,0.05,2.38111123015873e-06,2.0638768967219634e-07,2.962918333333334e-06,1.3058881706704716e-07,5.818071031746037e-07,7.579887260514965e-08,1.2466488195188727,0.05321219396272296
